gender	height	weight	education	age	working_time_hour	working_satisfaction	salary	personal_life	frequency_of_attend_club	Bonus_month	working_participation	relationship	change_job	position	health	target
1	179.24297092212433	38.4484667423968	4	46	7	1	34031	3	1	8	2	3	0	4	1	False
1	171.29442283277226	46.88123889594906	1	-6	8	1	42768	2	1	22	1	10	1	2	1	False
1	176.00021021708966	49.55699197438041	5	52	8	4	37955	2	1	1	1	4	3	4	4	False
1	201.65987975263445	42.97980536449249	4	84	12	2	32955	2	3	8	5	3	0	4	2	True
1	160.25947275550757	60.72112326840874	2	25	11	1	43010	1	4	5	1	5	0	2	2	False
1	191.85168186561407	75.78766848862202	5	39	8	4	44400	3	4	15	5	3	2	5	3	False
1	172.39120818842747	43.05139862589029	1	47	15	5	45901	1	4	13	3	2	0	1	1	False
1	145.7509890497883	71.76391737183106	5	37	8	2	70388	4	2	12	1	4	1	3	1	False
0	202.82711032042874	60.634062516829026	3	47	7	1	19727	2	1	2	3	8	1	7	1	True
1	154.08707336718018	89.97273041876775	2	33	3	1	31278	3	3	1	4	9	0	4	1	False
1	155.55264238074747	58.31385313652996	2	34	9	4	65212	4	1	5	5	9	2	2	1	False
0	149.6371134926623	72.12754726185095	5	51	9	5	37313	2	4	3	5	6	2	3	1	False
0	197.19915308272553	58.4761082371311	2	53	10	2	16895	4	1	24	2	9	1	5	3	False
1	146.95320308718433	71.0209886808505	2	43	7	5	65990	1	1	13	1	5	0	3	1	False
1	181.64736788672758	62.23074674451325	3	93	10	4	21611	4	1	11	2	6	3	3	1	False
0	188.27068753552373	38.97940145472173	2	65	7	4	57686	3	1	21	4	4	0	3	1	False
0	167.90928086562843	94.87407478305235	4	44	12	1	-2900	2	1	8	5	8	2	2	4	False
1	163.0273450288623	73.10869950783967	1	52	12	5	43633	1	3	1	1	9	3	3	3	False
1	183.4319528764891	51.83562543634408	4	52	11	3	10514	2	3	10	1	1	1	1	2	False
0	146.99172837595634	94.76646216096565	5	2	10	4	20458	3	3	4	4	8	0	5	1	False
0	189.0058996201886	42.453961440955624	2	79	13	2	39430	4	3	19	3	1	1	5	1	False
1	160.2549838360829	30.03142359234973	5	28	5	1	57525	3	1	9	4	10	1	5	1	False
1	170.51735880678154	25.035105572519	2	20	5	1	42343	1	1	2	1	4	0	3	3	False
0	202.52955845483876	52.78268845642066	1	54	4	4	53415	3	2	18	5	9	2	4	1	False
1	113.34361835144435	65.274397764142	3	50	7	2	39852	3	4	18	5	1	2	3	1	False
1	224.06692283879073	61.321083881889486	3	15	9	4	100319	1	1	14	5	5	2	2	1	False
0	166.6627327529951	78.27511444894391	1	20	10	3	63353	3	2	11	5	9	3	2	3	False
1	133.11125256215007	65.07609899247228	3	19	8	3	17750	3	4	15	5	10	1	7	3	True
1	185.9594871128766	78.22235874579057	2	68	12	4	52575	2	2	5	3	5	2	3	1	False
1	187.1512858901836	88.90533445438086	4	67	4	1	17094	2	2	20	4	7	2	2	3	False
0	215.4080671576657	48.42356340470529	5	41	14	2	56016	1	4	20	3	2	2	4	4	False
1	191.79190423978875	78.91721414844315	4	64	11	4	52590	2	3	3	3	3	3	2	4	False
1	176.41166343048485	84.01525734166442	3	3	3	1	48805	4	2	23	2	7	2	4	4	True
0	153.50408782413587	95.89066964755283	5	54	8	5	26510	3	4	17	5	6	1	3	3	False
0	147.1525122709077	79.4058125296323	1	50	8	1	44327	4	4	17	5	8	2	3	4	False
1	165.61647609838923	49.70298615844895	4	69	6	1	50306	1	1	0	1	1	1	2	1	True
1	136.1163204779852	19.807763711256484	1	40	14	3	58255	2	3	11	2	5	3	4	1	False
0	154.7612440555643	77.7019283286424	4	55	10	1	27993	1	1	7	5	5	1	3	3	False
0	164.05568211608966	72.12344318005931	2	59	10	2	13227	3	2	0	1	6	2	1	1	False
0	163.4864453091422	56.266609949678106	4	49	9	3	67043	1	2	2	1	2	3	2	3	False
0	172.04250649943017	56.925993080337605	5	50	7	1	54873	3	4	5	1	9	2	1	1	False
0	194.71349847883965	37.75028750311941	2	50	8	3	24507	3	1	4	2	9	2	3	1	False
1	129.2765418453037	95.26210393916297	3	66	5	5	54170	1	4	19	3	5	1	5	3	False
1	133.6018782940646	68.75345397522867	2	15	12	2	66070	3	4	4	5	8	3	4	1	False
1	164.43311721851478	21.377331515661957	2	46	8	1	40616	4	3	10	5	6	2	2	3	False
1	173.4876632728954	34.08064726425533	4	22	10	3	44151	1	3	17	1	3	2	3	3	True
1	139.27221820403153	48.45025213602844	1	36	8	5	45824	2	2	24	4	9	2	2	1	False
1	191.6128074760031	44.69671243527391	4	33	9	2	31209	1	3	16	1	10	3	2	1	False
1	133.96768795974563	52.149888643099416	1	32	10	1	43230	3	4	6	1	6	2	7	1	False
0	159.08905816354337	47.05407340018248	5	50	9	3	32564	2	2	16	4	4	3	4	3	False
0	191.49037022600223	77.07960522285167	2	7	9	3	60053	1	4	6	1	9	2	3	3	False
0	187.91648357617186	63.255492046828905	3	-7	4	4	45680	3	1	11	1	2	0	3	1	False
0	191.61563769210173	45.62627082645713	2	45	10	2	24196	2	4	24	4	7	3	2	1	False
1	168.3454694139667	50.40346117024592	2	48	6	3	58436	2	2	23	2	3	2	5	1	False
1	151.85294074316676	12.297763481243614	1	53	10	1	77480	4	4	3	1	1	1	3	1	False
0	141.93564634599232	76.44747697256051	5	49	12	4	29020	2	2	23	1	2	1	2	1	False
0	168.36927434791647	80.22179509510379	5	40	10	5	49883	4	4	6	3	10	1	4	1	False
0	179.9378697203019	81.71766004292742	4	45	14	3	39508	2	3	20	3	4	0	4	2	False
1	156.06947456032816	72.53402335147076	2	36	10	4	28592	1	4	17	4	10	3	4	1	False
1	162.23056130025287	107.47743584585982	5	33	9	4	50575	4	4	1	3	3	3	2	1	False
0	180.9136242007071	29.699020919898203	4	42	9	2	44696	1	1	14	4	1	1	4	1	True
1	161.16761671785824	99.13309839890374	4	54	3	5	14555	1	3	1	3	2	1	7	1	False
0	167.37087435160328	57.09417604460607	3	53	7	2	32354	1	3	24	4	2	1	2	1	True
0	160.33672667547685	17.454297310108487	2	64	7	5	62462	3	1	9	5	9	2	4	1	False
0	185.57810753740407	81.99270839027885	4	6	11	5	63192	3	2	24	1	9	3	5	3	False
0	182.22848573106023	76.54966812844654	5	37	8	5	22517	1	2	16	1	5	1	1	1	False
0	149.98433760331596	64.30525198650882	2	18	10	2	39376	1	3	18	4	8	0	5	1	False
0	189.73531230947023	54.68042551270686	1	65	11	1	41900	2	4	8	5	3	1	4	1	True
0	124.09834885771431	82.595328704948	1	49	6	2	56546	3	2	3	3	10	0	4	4	False
0	179.86378442172338	105.51185491131365	4	11	11	5	10467	3	2	16	4	4	1	3	1	False
1	124.92061221876526	73.54596522633838	3	22	10	4	41846	2	1	19	2	7	1	3	2	False
1	141.23082876387738	92.53439981217042	2	78	4	1	48901	1	1	16	5	5	0	6	4	False
1	174.33775882555744	64.3250264451446	5	52	11	3	34313	2	2	0	2	9	3	5	1	False
1	168.32265002747036	60.37462119347654	2	44	13	2	14920	4	2	17	1	7	2	3	1	False
1	209.4777701577815	23.076469871803404	2	82	8	3	24061	4	1	12	4	6	2	3	2	False
1	229.03212010758645	40.52798701724388	1	47	7	5	76384	2	1	14	4	6	1	1	2	False
0	212.34499904675823	64.58325421179386	2	38	11	5	35540	2	1	2	3	9	1	3	1	True
0	173.85753265909872	70.18605141963768	5	-3	6	3	52285	2	1	5	2	9	0	3	1	True
1	128.77890775139755	44.34002785002244	1	35	8	3	28373	3	3	10	1	5	2	3	1	False
1	155.50654101542602	31.287758967503592	4	43	9	2	53516	2	3	24	3	1	1	2	1	False
0	156.7375160362936	58.402375284318225	2	54	1	5	25168	1	3	20	1	7	2	5	2	False
1	188.1478070331725	68.69386383752334	4	44	10	3	29816	4	3	9	5	5	1	1	1	False
1	132.44812250253705	59.32968650840979	1	65	8	3	64211	4	4	5	1	3	3	5	1	False
0	155.3764980133864	82.60584880334576	2	48	6	4	35070	3	1	11	1	5	3	2	2	False
0	166.3760969078023	78.62359047801773	3	61	2	1	66244	3	2	22	4	1	3	3	2	False
0	210.37122073026492	99.73500816543974	1	59	4	4	40360	3	2	24	1	5	0	2	1	False
0	212.6108497494213	66.80967219575552	4	29	4	4	65040	1	2	12	2	9	0	5	1	False
1	159.33883932516122	62.55271275968901	5	42	5	5	20253	2	3	13	5	3	0	6	4	True
1	165.16157653543794	62.25318591803129	5	63	9	4	26795	2	1	4	4	5	3	4	4	False
0	153.86362850863964	30.476735325669708	3	-4	4	1	60534	2	1	21	3	2	3	3	1	True
0	163.17655077372424	69.20090852670616	3	31	11	3	25886	1	4	20	1	9	2	1	2	True
0	208.9472443415604	64.76829623399439	5	48	2	4	26584	3	2	3	2	3	0	4	1	False
0	181.8143325709602	67.71767873151089	5	6	9	2	46051	2	4	5	4	7	1	3	1	False
0	143.77843104907927	27.449814415613943	3	50	8	3	20179	3	1	19	1	8	3	2	1	False
0	176.94256232749294	73.81253469614984	5	14	7	5	56892	1	4	9	3	9	2	3	1	True
1	142.37496966078086	61.00730610439139	1	16	8	3	22255	2	4	8	4	10	2	2	3	False
1	139.96079257374842	76.91672212999802	3	57	4	4	22405	4	1	4	5	10	2	4	1	False
0	143.94274615397507	66.06650226156248	2	54	14	1	33833	1	1	1	2	7	1	2	1	True
0	148.3537091945448	69.19052334722427	5	68	6	5	43755	3	2	13	1	7	2	6	1	False
0	171.43057512489804	64.1930333116644	1	11	2	2	41309	2	1	9	3	1	0	3	2	True
1	201.8092891257225	32.535871519218674	5	51	12	2	41974	2	1	16	3	2	0	1	3	False
1	174.27039882616094	37.46752904382473	4	37	5	1	52195	1	3	18	3	9	1	3	4	True
1	189.88609407495179	84.69096085569781	2	36	9	1	52125	4	3	6	3	2	0	4	4	True
0	178.6463134453528	80.16915877730311	2	37	3	1	56043	2	1	20	5	4	2	4	1	False
0	147.23340556599956	67.145403518507	2	52	8	3	41381	2	1	17	3	3	1	2	1	False
0	148.58276322913542	69.01644120441827	3	63	6	1	21670	3	4	5	3	3	1	3	3	False
1	183.9060755222826	23.312009546909934	4	36	2	2	53515	2	3	12	2	3	0	1	1	True
1	167.01268857853887	71.44087511500642	2	52	13	2	53755	1	4	15	1	6	2	3	1	False
0	186.2973536935906	67.60126348107323	2	37	6	2	42414	1	2	20	2	3	3	3	4	True
0	198.42666539543052	82.69028293511525	4	54	4	5	28687	3	1	22	1	3	0	3	1	False
0	193.46583150710933	42.4012749180191	5	56	7	4	36762	2	2	21	2	9	0	4	3	False
0	178.7076094828724	54.56619645917593	5	36	12	4	71287	2	1	9	3	2	0	2	2	False
0	155.33970450343756	58.21523939070775	2	51	10	1	32429	4	2	17	1	7	2	3	1	False
0	186.20412148998253	34.14929821180463	4	39	8	2	69025	2	4	10	2	2	3	2	1	False
1	178.53603260824357	63.46837910490003	5	61	9	4	44114	4	3	5	4	3	1	3	1	False
0	133.78336217572803	56.25717269819676	4	24	6	4	27249	3	1	5	5	2	3	2	1	False
1	177.8371249142889	69.50469976734362	4	44	10	4	31520	1	3	19	3	2	1	2	1	True
0	178.50661589796096	57.967623492580195	4	59	9	3	52200	1	4	12	4	5	2	3	1	False
1	140.17339407829675	57.688097038604916	5	63	7	5	42361	3	2	1	4	5	0	2	1	False
1	164.15800955481396	63.59937634818017	1	52	13	2	56169	3	3	2	1	2	2	4	1	False
1	197.5063278011611	96.25827600948837	2	64	4	5	16006	3	3	23	4	8	3	7	4	False
1	165.52520822461656	80.49027813672133	5	43	13	4	50818	2	4	12	1	7	1	1	1	False
0	212.50538350246057	74.69755108612124	1	30	8	3	58117	1	1	24	1	8	2	2	1	False
1	149.96962067990793	68.08561034301631	4	23	11	3	27110	4	4	21	1	6	0	2	2	True
0	178.961976567169	53.468351993595746	4	52	5	5	70508	3	2	8	3	1	0	4	1	False
0	192.64865868718633	116.73731538296704	4	37	8	3	43374	1	4	2	2	10	0	4	1	False
0	204.41594333700368	86.63828624913022	5	52	8	4	38990	1	2	5	4	10	3	4	1	True
1	129.06054456717982	51.66973419982254	2	22	13	3	64127	4	4	13	5	6	2	3	3	False
0	161.4139147961751	64.06077166519798	3	47	8	4	46303	1	3	19	3	10	3	4	1	False
0	170.01617358585258	57.196490044474956	5	25	6	1	31465	1	4	4	1	5	1	4	3	False
0	158.62476639207858	70.95025341914639	1	50	6	4	19962	4	4	3	4	6	3	3	1	False
1	165.0115990309328	53.263802123375434	4	26	10	5	72080	3	3	23	4	9	1	2	1	True
0	168.98393602512186	61.33979052576176	1	31	12	5	29130	2	1	19	1	7	2	2	1	True
0	184.03855391524968	55.991383999846754	4	52	11	3	39201	3	1	0	5	2	3	4	1	False
0	165.24919537675856	85.35158684034296	5	38	8	3	51647	2	1	19	4	5	0	3	1	False
0	123.98531870350371	72.53549170928348	2	43	8	1	31961	4	3	6	3	7	2	2	1	False
1	145.55810961544452	57.294250444074116	4	36	10	5	22931	4	1	10	5	4	3	2	1	False
1	175.79392563702612	51.4718674181907	1	23	8	3	37002	2	3	2	3	9	3	6	1	False
1	168.74634019757076	19.19092695498145	2	46	8	2	21770	2	1	4	4	9	2	2	1	False
0	154.5778652614725	75.04686360105043	4	38	10	2	44436	1	4	18	2	9	1	4	2	False
1	160.57906204070255	74.2980893036902	2	48	12	2	51850	2	1	3	2	1	1	4	1	False
0	181.34174732094712	62.12737782585278	1	52	8	2	82	2	1	1	3	4	1	2	4	False
0	181.00119092782745	61.39951048136519	1	42	8	3	35619	1	2	22	5	1	0	5	4	False
1	163.42228506181954	65.72179629247823	4	3	6	5	-1960	4	1	4	4	7	2	3	4	False
1	146.2156699504246	41.57815825662521	1	39	11	1	30314	1	4	15	3	9	3	1	1	False
1	140.60614283289797	43.46974228642267	5	64	7	5	39872	3	2	5	4	9	2	5	1	False
0	161.31248719153265	73.40242619031805	2	50	8	5	63561	2	2	8	4	10	0	4	1	False
0	178.51389717044233	90.3630816113893	2	63	9	4	35625	4	4	14	1	9	2	2	1	False
1	141.54297574074369	42.26136008965803	2	47	7	1	67665	1	3	9	5	7	3	4	1	False
1	170.57349126222311	81.69681536521277	1	44	3	2	19258	3	1	24	2	1	3	3	1	False
0	153.00205629902635	67.76403670477782	1	37	10	5	65588	2	2	9	2	3	1	2	1	False
1	166.92834129778225	70.88922904440747	1	44	4	1	53363	1	1	14	5	10	1	2	1	False
0	186.09885549696662	48.77073860695718	3	31	6	4	42579	4	1	7	3	6	1	7	1	False
0	203.13577222068503	91.23464880998222	1	20	7	5	33109	3	4	16	1	10	2	2	2	True
0	176.01001307031152	69.43279103268384	3	-7	6	4	32492	1	4	10	3	2	3	4	3	True
0	190.79616678789404	80.90373773893828	3	46	14	5	33593	3	1	5	3	8	0	6	1	False
0	169.5974720127438	69.59572009205226	3	23	7	4	-3011	2	2	22	5	5	3	3	1	False
0	179.9723871095168	58.42311224566892	2	21	1	2	52851	2	3	9	1	3	1	2	2	False
0	155.974772992261	85.12423663102382	5	72	6	2	28669	3	4	11	4	7	2	3	3	False
0	181.13276074510003	80.67661524262043	5	1	3	1	49016	3	3	23	2	8	1	3	1	False
0	160.89985064954686	61.10842840088628	1	17	6	3	31075	1	2	1	1	7	1	4	2	False
0	172.90508627638957	61.752382240379845	2	81	7	5	49246	4	4	5	4	6	1	2	1	False
1	156.779394395337	43.34046793246965	4	48	13	2	23343	1	2	16	1	10	1	3	1	False
0	180.88383470407481	39.26356451163907	2	52	3	3	17915	3	1	18	2	7	3	2	1	False
0	183.43342048130782	52.693161405721405	1	46	8	4	23010	1	2	24	2	5	3	3	1	False
1	143.40627089300216	92.05019737173434	2	40	9	3	33509	2	4	20	5	7	2	3	1	False
0	176.0681273815113	60.05082259263349	5	64	6	3	28744	2	4	9	3	1	0	3	2	False
0	178.5860713583154	67.28933404441896	3	46	11	2	26103	1	1	12	5	1	3	1	1	False
1	163.59491001145923	71.40519025929595	1	52	10	1	57798	3	2	7	1	9	2	2	1	False
0	178.48875673944517	72.08965593556724	4	50	8	5	56087	1	2	6	2	10	2	4	1	False
1	169.0153305313819	69.01287859406389	5	25	5	5	43314	1	1	2	3	6	0	3	1	False
0	189.44326515051756	65.59974260100955	1	29	8	5	30074	3	2	3	2	10	3	3	4	False
0	210.10625974955713	59.68631349146174	1	58	10	5	35617	3	4	5	2	6	1	3	1	False
0	146.79495885691244	112.22426370236056	2	31	8	3	53484	4	2	21	3	4	0	3	1	False
1	190.44113842576297	18.598393243294346	5	43	6	2	66309	1	3	12	5	9	3	3	1	False
1	120.89771729566249	73.60469254325295	1	37	14	3	49106	1	1	7	1	4	1	4	1	False
1	170.0708923494979	68.26350779875837	4	61	9	5	56977	3	3	14	4	4	0	2	1	False
0	155.2008548170755	70.16733854844442	2	64	7	5	31062	3	3	23	5	8	1	2	1	False
0	197.4236225048591	98.13635646171403	4	35	7	2	24486	3	4	12	4	5	2	4	1	False
0	185.70325744906063	83.59945912636412	3	75	6	4	18689	1	2	6	1	10	1	4	4	False
1	144.7843241917783	107.60288014495418	4	74	6	4	14198	3	4	19	3	6	0	5	1	False
0	164.8829174323014	50.20518238506457	2	41	5	5	53256	1	3	7	5	9	2	5	1	True
1	146.33682525119679	76.79397190714201	2	70	10	3	51318	1	4	7	2	9	1	5	1	False
0	145.67600972338343	27.459127755468373	1	41	8	1	61975	4	3	23	3	5	0	4	1	False
0	165.08746427515462	60.18559060954928	3	86	8	4	40003	2	2	22	5	2	0	3	1	False
0	219.882574994216	86.47051865037544	5	34	8	4	40291	1	2	5	5	5	3	6	1	False
1	155.98154447881856	52.406727534572255	2	39	6	1	58381	3	2	19	3	9	3	5	3	False
0	192.88987637867405	58.47409759803512	5	69	9	5	38712	3	4	23	4	9	1	2	1	False
1	144.91113067832862	72.4676108157267	3	8	8	3	22903	2	1	19	5	7	0	7	1	False
0	205.06058881081543	67.13556834816033	3	62	5	5	22303	4	1	6	1	8	0	3	3	False
1	136.8321458403197	76.25708728929922	1	78	5	3	31001	1	4	1	5	6	2	3	1	True
0	155.89860555448365	93.20446324250608	4	45	10	4	68778	2	4	23	1	8	3	2	1	True
1	134.6927585298304	50.255302879569356	5	46	11	5	66684	4	1	10	4	7	3	4	3	False
0	167.60459666208322	65.28013343177183	5	69	8	1	30889	2	1	22	2	5	0	4	1	True
0	156.44486475653673	70.41804027298882	1	30	7	1	41096	2	4	12	4	3	1	1	3	False
0	158.6513911183776	84.52905320093575	4	14	10	1	55436	4	2	5	2	4	0	4	2	False
1	192.3819878379026	64.32851651762527	3	41	7	1	27545	2	2	6	4	9	3	3	3	False
0	192.5257918381897	68.42835883510953	1	46	9	2	21269	4	2	1	4	3	2	3	2	False
1	152.96467844539086	67.19770810032662	5	45	7	3	27776	1	3	12	2	2	3	2	1	False
1	167.87012530131952	72.50500515720113	2	53	11	2	75734	2	1	24	5	2	3	5	1	False
0	188.35719295044007	48.307826099724544	5	32	13	5	58388	3	4	8	2	8	3	3	3	False
1	149.78426029873333	55.22322905316151	5	61	10	2	62292	4	3	8	3	3	3	3	1	False
0	189.98220214533802	76.42041960307326	2	24	12	4	39307	4	1	24	2	5	1	4	1	False
1	139.13907574130536	57.821395600230154	4	48	5	5	26237	2	1	1	5	4	3	2	1	False
0	147.51639947266864	62.10012598813517	1	66	6	5	60185	3	2	4	2	5	1	1	1	False
1	163.9755298970521	55.53347271	2	89	11	5	30205	3	2	22	2	4	0	3	1	False
0	162.19083409545283	68.5440313295388	5	21	11	5	44707	2	3	15	2	2	1	4	1	False
0	190.99517800469778	62.08684871579128	3	47	12	2	54138	3	3	2	1	3	2	4	1	False
1	144.04620034800902	65.82412883830796	3	43	10	2	66548	2	2	5	5	4	1	1	4	False
1	172.16203769130698	49.65244359721993	2	52	10	1	45232	3	4	4	4	10	1	6	3	False
1	165.50643974709976	39.96074573446202	1	55	7	2	52626	4	3	3	1	5	3	2	1	False
0	165.37205374950042	47.9077988576011	4	54	10	5	38857	3	3	18	2	6	1	4	3	False
0	120.88685674680097	50.402233273007546	5	38	7	5	34889	2	1	11	5	3	1	6	1	False
0	174.318697181341	46.01622793779339	1	45	11	1	69316	3	1	22	2	8	0	3	2	True
1	139.77638006470903	36.516705469335115	3	67	7	5	44466	1	1	15	5	10	3	3	3	False
0	184.54488165762248	40.747385747378594	4	45	6	3	54615	4	2	5	2	3	1	5	2	False
0	210.5377129104399	67.61421315357522	4	55	13	5	-7289	3	2	21	2	8	0	2	1	True
0	172.2979734947511	63.477219483174814	3	61	6	5	32517	4	1	0	3	2	0	2	1	False
0	194.55820660619796	100.1508638378883	4	70	9	3	39273	4	3	20	1	10	0	2	1	False
1	171.9429060347159	61.6954044203338	4	22	0	4	25287	4	4	9	4	5	3	4	1	False
1	161.81779867579556	58.197661470471346	1	44	13	1	36142	1	4	11	1	8	1	5	2	True
1	151.5840649853765	47.46195538630424	5	49	7	1	37602	1	4	10	4	5	2	2	3	False
0	185.8331506341781	71.57026572896825	2	36	10	1	30425	2	2	6	3	1	1	3	1	True
0	175.73339293340257	42.11600444666461	2	53	18	1	42682	2	2	3	5	5	0	3	1	False
1	135.32999990803197	59.09959054778882	2	43	10	3	27529	1	2	13	5	10	0	2	2	False
0	213.33346890200272	46.795340963999564	2	66	9	1	45298	3	4	8	2	4	1	2	1	False
0	167.4929769415422	45.23126297680501	5	32	8	3	39326	4	1	16	5	10	1	2	1	False
0	214.56196977158507	46.752605344340786	3	69	11	3	66046	4	1	14	4	9	3	5	2	False
1	172.34524936061814	58.00917382914704	1	38	6	2	24251	3	4	7	1	1	0	2	3	True
0	176.3327829097793	72.87613639976642	1	33	7	5	38773	4	4	1	1	2	3	5	1	False
1	163.13420042182557	53.41285168181949	5	82	6	2	31266	4	2	2	3	10	3	5	2	False
0	123.53419943166267	64.61827080562466	4	55	6	1	13278	1	3	14	2	4	2	3	1	True
0	148.74659196321335	36.63014586783688	2	16	10	4	17234	1	2	15	3	6	2	6	1	False
0	176.23109940360857	77.23873045430068	2	55	11	1	36362	3	1	4	3	2	2	6	4	False
0	178.29133582622933	51.29319204076212	5	32	1	2	29410	3	3	7	1	1	3	3	1	False
0	177.6828212678215	44.515549875014045	5	59	5	2	36074	1	3	4	2	1	3	4	1	False
1	136.0089495029877	67.93244182946405	4	32	12	5	16909	1	4	19	1	10	0	2	1	False
1	149.80608535387557	51.886942209549446	1	44	12	2	38053	2	2	16	1	5	2	6	1	False
1	147.95672137923415	78.06285411840408	5	18	10	4	62587	3	4	7	3	3	3	2	1	False
1	147.85062055245226	54.92620739692059	4	57	9	4	33515	2	1	21	1	2	2	5	1	False
1	145.02118923486466	69.5383927379761	3	43	11	2	15688	1	3	0	5	5	3	6	1	False
0	155.86946728700684	39.158663017661596	4	49	10	3	41523	4	1	19	2	2	2	1	1	True
0	192.09594739058272	18.711341416038763	5	36	12	2	16565	2	2	3	2	10	1	5	1	False
1	131.49746249469428	55.09793380781186	4	44	9	5	54524	1	2	19	3	3	0	2	2	False
0	156.5424189540054	83.3277056599966	5	36	10	3	14161	3	2	3	2	8	1	6	3	False
0	196.5080472646654	92.09762133993671	1	31	10	1	12391	4	3	13	4	4	2	7	1	False
