gender	height	weight	education	age	working_time_hour	working_satisfaction	salary	personal_life	frequency_of_attend_club	Bonus_month	working_participation	relationship	change_job	position	health	target
0	173.0318509345442	71.84864243639464	4	46	12	3	26936	2	2	2	2	3	3	5	1	False
0	207.52181217508422	88.74924945288589	4	59	5	4	45876	1	4	9	1	4	3	2	3	False
0	220.72106758921052	35.59135184317232	1	67	10	2	55382	2	4	19	1	4	2	1	1	False
0	163.73931606620357	72.15871721454064	4	53	7	2	49765	3	3	15	5	9	3	4	1	False
1	116.95590896485898	74.35535433562455	3	59	9	5	33117	4	1	4	2	1	0	4	1	False
0	209.65772473800357	91.16901693088428	2	34	7	4	47155	1	2	1	5	6	0	7	4	False
1	173.62358379938703	54.317133877892005	1	62	4	3	27957	1	1	9	1	3	1	5	1	False
0	159.79943401780312	81.48217921526732	5	41	13	2	40419	2	2	4	3	9	0	5	1	False
1	150.60029818567514	57.10907314998712	4	15	7	1	23164	3	1	3	1	5	3	4	1	True
1	160.89108608409242	22.822154986010553	1	62	7	2	30181	2	2	22	4	10	3	2	1	True
0	190.08625500752248	54.113720095686816	4	78	12	2	36231	4	3	24	3	9	2	3	1	False
1	153.32960285483983	44.799047569285214	1	79	7	2	50612	3	3	22	5	2	2	2	3	False
0	170.26181643420279	78.2513744180555	4	55	7	1	44816	3	4	14	4	5	1	2	1	False
1	181.33912166828569	36.721084606339296	1	52	9	2	49551	2	1	6	2	8	3	4	1	False
0	189.39319511903614	91.0489805803081	4	30	6	1	33680	2	1	10	4	3	3	3	2	False
0	213.37064289988598	79.856140428492	5	51	2	3	51624	3	1	6	1	7	1	7	1	False
1	162.7521667300643	39.74708265008258	5	31	7	3	44171	2	3	24	2	3	1	4	1	False
0	186.05540357920833	68.48319867190287	1	18	10	4	65910	4	3	7	3	10	0	7	1	True
1	163.45948422642704	75.94518428559998	3	50	8	4	37970	4	1	5	4	7	1	3	1	False
0	150.6748902043496	40.57939617737895	1	38	13	3	57654	1	4	9	5	7	3	3	3	False
1	179.10791657497083	81.66736046744734	2	64	9	2	70079	2	2	12	1	7	0	4	2	False
1	141.95631924989624	63.53661678128997	5	37	5	5	24783	2	4	13	2	4	2	2	1	False
0	188.52522081864433	47.498027571218365	2	66	10	3	25411	1	4	14	5	2	2	3	1	False
0	198.09649618495968	52.73719101097237	1	69	8	1	48009	1	4	20	3	2	0	4	1	False
0	172.10950765120953	70.51154541619044	3	64	6	1	44499	2	1	19	2	8	1	3	1	True
0	196.81780135424773	68.90229772473984	5	46	10	5	57590	1	2	10	3	3	3	5	1	True
1	147.99262691899773	52.518099116479064	5	-1	6	4	49466	4	2	20	4	2	1	3	1	False
0	169.6482709769893	37.83864154951765	1	48	11	4	36587	4	1	18	1	10	1	5	1	True
1	168.78961234270025	54.82771070467532	4	48	7	1	37569	3	1	1	3	3	3	1	4	False
0	191.85826406132458	51.724931581627715	4	53	14	2	51079	1	3	4	3	7	0	5	3	True
0	190.9623077423573	31.805353407084226	4	22	0	1	56940	1	2	22	1	6	2	1	1	True
1	164.33974074025	67.90770628755018	2	30	4	5	84214	3	1	9	3	6	1	2	1	False
0	167.60926073025706	20.829371151502166	1	66	7	5	51866	1	1	23	3	10	2	3	1	False
0	169.99990885256673	47.499713832376855	3	29	7	1	51713	4	3	22	3	2	0	3	1	True
1	167.27432850781378	33.60926876318686	5	76	4	1	45904	3	2	2	2	7	3	2	1	True
0	225.40740081545775	80.59113397065477	5	47	9	4	57857	3	4	0	5	1	0	3	4	False
1	180.4795331709417	75.81887832414175	5	62	8	5	21452	1	1	12	3	9	1	7	1	False
1	165.90792276194762	59.299016371764985	3	55	10	2	56057	3	2	2	4	10	3	5	3	False
1	148.87068130207192	56.601395061307834	5	10	6	4	38482	4	2	21	2	3	0	2	3	False
1	171.99852616784636	81.48701964869093	1	43	11	5	22896	1	4	6	2	10	0	5	1	True
0	189.95882770793762	57.938255061456466	2	71	11	1	50128	4	2	22	5	8	3	6	4	False
0	174.43379047173724	33.7258932023914	2	58	13	5	43832	2	2	15	2	4	0	3	1	True
1	174.76691599863253	53.63409866963409	1	20	4	3	27426	2	1	4	3	1	3	1	2	False
0	159.19181045060975	23.250381130696013	4	19	7	4	43972	1	2	10	2	2	2	5	1	False
1	174.03190570210614	26.42795699833256	3	44	8	3	44914	4	3	1	4	10	1	3	1	False
0	188.03963433208335	14.10538408363108	4	15	8	5	43971	2	2	0	1	3	1	3	1	False
1	141.78423426429507	53.378560703565576	4	12	6	1	46172	3	3	15	1	5	2	2	1	False
0	193.7160138317619	67.32133566918372	1	57	8	5	25868	1	3	4	1	3	0	3	1	False
0	185.84419283465206	51.06113945315422	1	25	7	2	37239	2	1	18	3	4	0	1	1	False
1	117.08696125777536	67.51011118813895	3	58	3	3	36896	3	3	14	4	1	1	2	1	False
1	172.23832709434487	36.77551508293928	5	55	6	5	38239	1	3	0	5	5	0	2	1	True
1	177.717634426206	60.197610565203036	2	48	11	3	58809	3	4	20	1	9	3	1	1	False
1	158.9282245491456	63.703111146478406	2	48	10	4	37172	2	1	24	2	7	3	7	1	False
0	194.1455383838964	75.86692097759884	5	46	13	5	27591	1	2	16	4	7	3	3	1	False
0	148.73862558531386	42.9355496978106	3	32	6	3	28075	3	3	24	1	8	1	2	1	False
0	196.3438229179162	48.6662173045453	5	46	13	1	50178	3	2	18	3	3	1	3	1	False
1	165.2924246577858	78.98554933015006	4	59	10	4	50547	4	3	1	2	2	2	3	1	False
1	146.36479820947457	42.18854597717097	3	-7	11	1	60310	3	3	9	1	2	0	3	4	False
0	136.40170117131848	58.257616201477504	1	53	6	5	45840	1	4	1	3	3	2	3	1	True
1	184.22745301238623	33.39351375481125	2	40	9	2	44574	3	1	8	3	6	3	2	1	True
0	194.0965089123304	71.22547664847772	1	21	12	4	41984	1	2	8	2	2	2	5	1	True
0	174.36113635719977	93.35261441613947	4	37	8	4	45909	1	4	10	3	5	1	3	1	False
0	169.3250585698688	77.13141528686828	5	50	2	4	27078	1	4	14	4	4	3	3	1	False
0	181.16607271356446	58.08948531060078	4	45	5	1	51659	4	2	16	5	2	2	6	1	False
1	173.50614367075502	85.7858855542039	5	52	9	2	7081	4	3	10	1	6	1	2	1	False
0	162.24545614411088	84.39756299944062	5	63	8	4	27288	1	4	1	2	9	1	4	1	False
1	178.73871831012184	36.728667956011776	4	19	10	5	41367	2	1	15	5	1	2	4	2	False
1	168.48232846698494	49.869371841019316	4	55	11	5	69832	4	1	15	3	2	2	2	3	False
1	118.741228388063	53.28508164440214	1	40	2	1	34821	2	3	19	3	5	0	4	1	False
0	158.9566378035471	56.242927514446194	3	32	2	4	28976	1	1	23	2	6	1	4	1	True
0	173.3631156470229	63.88300055095629	3	14	9	5	12375	1	2	14	3	9	3	3	2	False
0	176.06640147012374	50.66745877027654	1	53	7	2	39306	2	4	5	3	1	3	2	2	False
1	154.5441762704141	71.72655497705692	2	35	9	2	59441	2	2	10	3	3	3	7	1	False
1	204.2692439323351	51.83931115669088	3	39	5	1	26681	4	3	16	5	7	0	5	1	False
1	168.12069669453592	48.13239586512931	3	71	14	5	45029	2	4	0	4	3	2	2	1	False
1	138.1357654372236	60.80108704798298	4	79	7	5	41854	1	2	15	2	10	3	2	3	False
0	153.75371332125044	88.31453296077768	1	54	7	1	45940	2	4	16	3	9	3	2	1	False
0	175.2461019203744	69.46568228618865	1	46	4	1	14815	1	4	3	2	6	3	4	1	True
1	144.74967122547903	69.13362169011648	5	29	12	4	790	2	2	6	2	9	2	2	1	True
0	150.54497502498447	49.190176755203815	3	65	7	4	30131	3	1	13	3	6	3	2	1	False
1	120.07955963987415	39.344695569892316	3	29	11	3	51213	4	4	8	2	10	2	2	4	False
0	210.95833080719916	88.71375533469896	4	40	5	4	54484	2	4	20	4	9	2	2	1	False
1	153.66682734175959	36.71602127737553	5	35	6	4	72164	3	4	0	4	2	0	3	1	False
0	186.3517624091088	84.0116918730224	2	46	8	3	36813	1	3	19	2	6	2	3	1	False
0	208.79574848061685	85.83734512694704	2	80	10	5	43188	2	3	8	4	4	1	2	1	False
1	141.31757282524353	24.17630947700603	4	39	8	3	40037	1	1	7	5	8	1	4	2	False
0	154.12698476123776	60.91452759166627	3	77	7	5	34332	1	4	20	1	6	0	3	1	False
1	165.08498934134636	48.31420890377308	4	55	8	2	47309	4	4	1	2	6	0	7	1	False
1	162.40600188668282	64.00528416542673	2	52	6	3	34032	4	4	24	3	9	2	3	1	False
0	146.88123227925774	76.49791211185118	4	65	7	5	47793	4	1	15	1	2	2	1	2	False
0	193.56722776189835	57.88747571936125	2	72	10	1	4516	3	1	6	3	8	0	2	1	False
0	157.70721389329708	113.69986589820527	1	60	7	5	54907	2	1	4	1	2	2	4	1	False
0	174.58261038222588	87.58012780347674	1	35	4	5	56863	2	3	17	4	9	0	4	1	False
0	190.07927177410585	73.05517384068	4	51	3	2	20493	4	3	10	1	3	1	3	1	False
1	157.74022528043542	57.66971220088539	2	57	9	5	26019	4	3	0	1	9	1	5	3	False
1	168.25509316277694	43.92854359578336	5	21	14	2	49283	4	1	9	2	7	2	3	4	False
0	186.8712031587449	69.64418263768245	5	11	5	2	47139	3	4	12	1	9	2	3	3	True
0	183.78161553204959	65.06368998725682	3	51	4	1	38897	1	4	19	5	9	3	6	1	False
0	167.3294831130668	63.009827671375504	4	77	9	5	10670	2	3	2	5	10	0	2	1	False
0	155.12474278810961	51.34598430676057	4	34	10	5	14476	1	4	3	3	7	3	3	3	False
1	185.7029756120927	55.68534792790102	1	49	7	4	50797	2	3	18	3	5	2	5	1	False
0	198.04045597293623	73.18443167775688	2	17	14	3	48834	1	4	5	1	10	3	3	1	False
1	163.90188075058256	55.771727707121784	4	21	14	2	54657	3	3	6	2	4	3	4	1	False
1	163.26646309628603	60.58437923803834	4	17	12	1	50802	1	3	4	2	2	0	4	1	True
1	182.79760330435158	49.39368753611846	4	61	9	4	39496	4	1	16	1	3	3	5	1	False
1	148.3025382932006	63.14159976854222	2	27	14	3	35383	4	2	8	3	7	0	3	1	False
1	132.14958746896843	80.44912528097029	1	30	3	1	42404	4	4	18	2	1	2	4	1	False
0	161.2239412496911	90.83965954054267	3	39	8	2	34271	4	3	8	2	2	3	3	1	False
1	146.5485184713002	47.157431980821265	5	55	10	3	23336	4	4	18	4	10	1	5	4	False
1	166.95702926799973	65.42332312191117	4	50	7	2	54324	2	4	22	5	7	2	3	1	False
0	200.01550800328704	44.0123726385178	1	40	10	1	56349	1	4	15	2	9	3	3	2	False
1	159.16476034613936	32.64371725671296	2	35	7	3	35777	3	2	23	1	1	1	2	1	False
1	155.99000796284352	62.59450832304557	2	38	9	1	44998	4	4	0	1	9	2	2	2	True
0	199.1218377139004	67.37812278860902	4	34	13	2	21950	1	2	13	2	8	0	1	3	True
1	168.9021490746062	57.822463141873996	1	26	8	4	54129	2	2	18	3	8	2	4	1	False
1	188.93769896873857	48.18500319962207	2	68	9	2	38161	2	2	9	3	7	2	4	2	False
1	156.66621731014843	52.93032384749322	4	87	9	1	38324	2	4	3	2	8	2	1	1	False
1	125.49122212084659	80.92658814154439	4	55	5	2	41775	1	2	4	2	1	1	7	1	True
0	152.55910667825583	15.119485894125553	4	12	8	2	39993	1	3	6	3	5	0	2	1	False
0	150.0153969393212	57.62101741639565	5	21	1	1	40285	1	4	20	2	8	2	7	1	False
1	168.5936808791706	60.40652675959771	5	69	7	2	24179	2	4	10	3	3	3	3	4	False
1	158.1453653541375	86.89232661020978	1	79	8	5	47310	3	3	8	2	4	0	3	1	False
0	175.48704259666837	54.66804379336121	4	72	10	5	39038	1	2	8	5	8	2	7	1	True
1	168.25510011205915	39.689025367796845	5	39	3	4	49251	1	3	2	3	2	2	5	2	False
0	178.21581501608452	109.05768073301067	5	25	13	4	39652	1	4	12	4	5	1	6	1	False
1	155.21590067987114	66.70718185809187	2	46	5	2	40612	4	1	15	1	10	2	2	1	False
0	148.1691604890766	54.64682267799381	5	29	8	1	33041	3	3	20	5	9	1	4	2	False
1	145.3444453631504	41.351629874836604	1	14	6	1	20572	1	4	11	3	3	1	2	4	False
0	181.48969825785795	81.70766549500412	4	77	10	4	53905	1	4	15	2	7	1	3	3	False
1	148.09214764116254	42.44409368759033	3	47	4	2	41078	4	1	13	3	4	1	6	1	False
1	181.9367920555212	37.30073644948391	4	49	9	4	51698	3	2	0	3	3	3	7	1	False
1	179.9232116810586	75.68089266744519	4	58	12	3	58965	2	2	21	4	8	3	3	1	False
1	156.89433079378458	68.4866715139195	5	53	9	1	45453	3	2	13	5	4	3	2	1	False
1	176.34891946887427	75.41779276151999	4	63	11	4	41303	3	4	4	3	1	1	5	1	False
1	176.05004638745135	61.43830304362251	5	28	10	4	20209	4	3	0	5	6	2	2	3	True
1	162.28480040971357	77.64870382089711	3	38	6	3	59810	2	1	24	5	3	3	3	3	False
0	188.4409342709575	122.12866030344651	4	28	9	3	31091	2	4	5	2	10	2	2	2	False
0	168.50956574334765	84.47599475946495	5	34	10	4	34304	1	2	21	1	3	1	3	1	False
0	195.52202734449216	67.46919322695551	3	17	14	2	70303	3	2	8	1	4	1	2	4	False
0	163.27099341455403	78.950937513517	2	34	8	1	50290	2	2	21	3	3	2	6	1	False
0	183.8821321761106	64.09804858733048	2	89	3	3	31903	2	1	12	1	1	0	1	2	False
1	173.53151483940366	53.57576643895452	1	31	13	1	60538	4	3	5	1	10	0	4	1	True
0	188.90911170331782	80.85550496045391	2	77	12	5	50832	2	1	4	3	4	0	4	1	False
0	182.40262782978712	68.18711591799799	4	32	3	2	50860	3	2	9	1	1	2	4	2	False
0	207.26413615747333	27.679804799532718	2	48	14	3	42582	1	4	16	5	6	2	4	1	False
0	185.91231854717537	75.98438207182076	5	81	6	2	33431	3	3	11	3	10	2	3	1	False
0	159.20456308473794	47.99478939054075	5	34	8	5	64062	4	4	5	3	8	3	5	3	True
1	150.43686247554788	51.10601233729	3	86	11	5	44697	2	2	23	2	7	1	3	1	False
0	191.14340372589345	88.92364483067163	2	13	8	4	34645	2	4	6	5	10	0	2	1	False
0	215.5991836189355	82.32814586346579	4	38	2	5	28548	1	3	13	1	4	3	4	1	False
1	174.13327717020414	82.2923068376098	2	55	9	3	41521	3	2	4	2	9	3	5	1	False
1	171.7200931317622	36.842403325873455	2	41	7	4	50500	3	4	6	5	4	2	6	1	True
1	138.96978645577116	47.451314400579605	5	43	7	2	23561	2	4	14	1	6	3	2	1	True
1	156.14424112464937	78.00589351237426	5	38	6	1	48765	2	2	16	1	10	2	1	4	True
1	199.72438458182563	68.36135664324942	2	65	12	5	23522	2	4	12	1	10	2	5	3	False
1	171.70109705718377	34.29468451819247	1	10	11	4	28126	2	2	23	5	8	0	5	1	False
0	194.07504931874703	74.5058110218121	2	54	5	4	36324	2	3	6	1	7	1	5	1	False
1	138.2061382082527	34.439162487661186	3	59	10	1	24813	1	3	20	3	1	0	3	1	True
0	182.53710522661999	47.110714528550716	4	43	7	1	46690	1	3	21	4	1	2	3	1	True
1	185.65457206102127	52.488912767378274	1	61	7	5	44866	4	1	21	5	2	0	4	1	False
1	133.7289316438564	47.520021541023254	5	34	10	1	48491	4	3	18	4	9	1	3	1	True
1	148.62163978162883	65.67944631766156	5	11	9	2	39967	4	2	20	3	7	0	4	1	True
1	167.91339780786646	36.122500949559445	4	43	13	2	33577	1	3	6	5	3	2	5	1	False
0	184.03205577356917	65.60089259731589	4	41	9	3	41874	2	1	4	5	8	2	7	1	False
0	156.05420257118107	71.58070981881733	2	44	6	1	24052	1	4	1	2	8	3	4	1	True
0	167.25970415156547	81.85629769654516	5	15	7	3	52071	4	3	15	3	1	1	3	1	True
1	149.07516084205105	69.81365455789219	5	19	8	1	48576	1	3	20	3	6	0	5	2	True
1	151.69637111022297	52.64251341509118	1	72	9	2	49491	2	1	2	2	7	2	5	1	False
0	190.94792378793701	43.336003863701265	1	2	9	5	42611	2	4	1	1	2	0	3	4	False
1	135.14728190985153	50.52688736047152	2	47	5	2	26382	1	3	6	2	6	1	4	1	True
1	152.29679905757456	33.331799321699066	3	43	8	3	67625	2	2	1	1	8	0	2	4	False
0	174.7489766077559	36.562772138736975	4	56	15	4	45680	3	2	13	2	8	1	4	4	False
0	187.23566261216348	27.938820120264836	5	27	11	5	25375	3	2	7	5	2	0	4	4	False
0	179.9213801590532	79.2029562554552	3	16	10	4	21549	4	3	5	2	6	2	3	3	False
1	158.81261303262755	25.416900786142218	3	12	12	1	57815	1	4	2	3	7	3	2	1	True
0	163.65860593874623	81.42417604904193	3	51	10	1	32822	2	3	23	4	10	0	7	1	False
1	177.17380642197168	67.44987591382684	2	50	10	4	18640	4	4	18	1	10	2	5	2	False
1	147.03253194729962	63.13267154675957	3	76	9	1	54415	1	2	13	4	5	0	4	1	True
0	163.07319558026586	74.83154715334332	3	55	7	1	40954	1	3	3	3	4	3	2	2	False
0	143.9706630394029	98.6880209737984	2	39	5	4	35232	2	1	20	2	7	3	3	1	False
0	158.80732829311177	69.50244583457612	3	12	9	4	43529	3	2	17	5	3	1	6	1	False
0	159.98690850675814	72.94296469766292	4	30	8	1	41462	1	1	8	4	2	3	4	1	False
0	157.08996473638447	46.90688736370822	4	27	8	2	51128	1	3	13	1	10	0	4	4	True
1	157.57708931473837	43.47556166585154	5	73	7	1	30294	3	3	8	1	9	0	2	4	True
0	165.11782846655348	76.96338220864939	3	54	17	4	22392	2	1	17	3	1	0	3	1	False
0	173.95363982717572	61.37886886917609	2	36	10	5	43247	1	2	11	5	9	2	5	3	False
1	174.96571082214987	72.08264642790257	2	46	10	3	56673	2	2	11	4	7	0	2	1	False
1	190.78254815717247	61.17471351311326	3	37	8	1	45870	4	3	0	3	10	0	5	1	False
0	145.8934414414371	56.6563703028117	3	50	13	2	46606	3	2	3	2	7	0	1	1	True
0	141.54853892296757	85.33218447843143	4	45	10	4	50017	1	3	8	1	2	2	5	1	True
1	187.00680909735212	43.26568741811073	1	41	9	2	20268	3	1	20	3	1	2	2	1	True
0	184.29146908173956	67.80212134531722	3	69	7	3	31453	3	2	2	3	4	2	3	1	True
1	132.87035524200124	58.24764968011016	2	42	12	2	30226	1	3	24	5	8	1	3	3	False
0	203.44931834947988	47.991715198385684	5	33	5	1	47085	2	2	3	2	1	3	1	4	True
0	158.84965856809583	57.80001648824101	5	31	5	5	47455	1	2	20	2	6	3	3	1	False
0	158.693205221628	70.44673209001978	5	54	10	3	21997	4	1	2	2	3	2	3	4	False
1	163.99888149494817	104.20454878050501	5	27	12	1	55328	3	3	7	5	9	1	4	1	False
1	167.62856818823994	65.03350920849444	3	56	8	4	27684	3	2	14	5	5	3	3	1	False
1	154.934732681676	40.77218611264774	1	44	7	5	59257	2	2	18	4	5	1	5	1	False
1	152.72790554508367	36.15073215655528	4	21	8	2	31567	3	4	24	1	9	3	4	1	False
1	143.48081840195402	47.25678019190856	5	71	9	4	50655	4	4	11	3	2	2	2	1	False
1	169.86498734363445	42.99338040571756	4	-1	10	2	53311	1	1	3	1	8	2	2	1	True
1	143.46910056028113	69.23308152305779	5	38	14	4	51102	2	1	3	4	3	2	4	1	False
0	200.24204658504976	67.9842970710363	5	45	10	3	16301	2	4	12	1	6	3	3	3	False
1	181.45122817452395	51.113685182592405	1	48	8	1	57297	3	1	0	1	7	1	2	4	False
0	167.01518323736695	51.9052470912589	4	31	13	5	21565	3	1	17	1	10	2	2	3	False
0	168.57561873781907	87.12322831732854	5	74	10	3	59045	4	3	17	4	2	2	3	1	False
0	129.4819936220579	62.472962214004966	5	7	6	2	32791	2	3	14	5	9	2	4	1	False
1	143.5208025840719	16.248947274392492	4	54	8	4	3538	4	1	9	2	9	0	3	1	False
0	201.36131679398278	115.58375895106565	3	40	5	2	20386	3	3	15	4	5	2	4	4	False
0	186.85579487690495	53.77136099270775	3	59	8	3	44825	4	3	12	2	6	1	1	1	False
1	162.55774126877935	60.39723381737447	3	71	6	5	10599	1	3	12	4	3	2	6	1	False
1	176.14298405030084	46.81253526638887	1	58	12	1	45291	1	1	2	2	8	2	7	1	False
0	205.4585393368641	10.644892156320239	5	47	9	3	14188	4	3	15	5	6	0	2	1	False
0	178.9074995306323	32.07887116571218	5	42	10	3	21015	2	1	16	2	8	0	3	1	False
1	122.57870047393281	54.93388163333083	5	36	2	1	65761	3	4	17	1	4	2	3	1	False
0	160.92717359887934	92.25758338186205	5	24	15	3	38122	3	1	21	5	4	2	5	1	False
1	98.41490264400574	38.215460904513925	4	73	11	1	41750	3	4	6	1	5	1	4	1	False
0	157.58827216467074	30.27339150270246	5	56	10	2	55530	2	2	19	3	3	3	3	1	True
1	154.7442948432024	40.839094783278526	3	49	10	4	36759	2	3	12	2	9	3	3	1	True
1	147.6557913138692	58.650490712769226	1	-5	15	1	31726	3	4	6	5	1	1	2	1	False
0	189.05887995495954	79.27795527629087	4	28	13	3	51338	4	3	20	5	7	1	4	1	False
0	173.41816534928066	78.05114293979318	2	49	8	4	18056	3	4	19	5	5	3	3	1	False
0	142.20142236205535	24.32254012964254	4	24	8	4	57341	4	2	5	3	10	2	2	1	False
1	176.20545320657396	84.94219327361222	1	90	5	3	40111	4	4	0	4	4	2	5	1	False
1	193.40351600187824	77.45511514154799	1	36	9	1	60309	4	4	12	1	7	2	2	1	False
1	155.74698159690237	25.18640248539552	3	39	9	5	42543	3	1	8	2	10	2	3	1	False
1	197.11104921167856	44.030103334698524	3	57	14	1	41512	4	3	4	5	6	2	2	3	False
0	215.08859118269805	122.66227640700313	3	41	8	5	60121	1	3	5	3	9	3	2	2	False
1	197.1904029824957	52.70137946050885	5	30	7	2	50671	2	2	5	4	8	3	4	1	False
1	136.8565540064626	29.47190060227814	5	87	4	2	40603	3	1	9	5	3	0	2	4	False
0	171.69706822465835	69.6924345981688	3	68	9	1	31025	4	1	18	3	1	3	2	1	False
0	205.9756339798718	69.7561093919033	4	40	7	5	46167	2	3	21	4	4	0	4	2	False
0	172.93635785348155	43.851180534589915	5	32	5	2	53880	1	4	14	1	4	3	4	2	True
0	165.6879834160503	41.88678167053225	5	32	11	3	27543	1	2	7	4	4	1	2	1	True
1	138.5879286577964	57.496694816668914	1	34	9	4	23824	1	4	14	4	3	0	2	1	False
0	203.4860972331871	58.42158318346771	3	23	8	4	32355	1	4	22	3	1	2	3	4	False
0	167.67486834083488	49.11270678811351	5	86	8	3	17063	2	1	5	2	6	2	3	4	False
0	184.22341005397075	57.29665460612597	3	86	1	1	30022	2	1	6	2	7	3	5	4	False
0	210.72634824479954	71.38086354771343	4	29	8	1	28780	2	4	9	5	1	3	2	1	True
0	164.94640427325157	36.959639852791916	1	51	5	3	66751	4	2	21	2	10	2	5	2	False
0	196.91379155628613	51.01111638932453	5	56	12	4	52535	4	2	10	5	1	3	3	4	False
0	191.41028934520017	83.99848532863774	4	61	13	3	40144	2	4	5	2	2	1	4	2	True
0	203.18274763070247	69.2295369410778	4	44	9	1	21344	3	2	20	4	8	0	1	1	True
1	141.8884524639851	98.4114441279507	5	36	10	2	33966	3	3	7	4	9	0	7	1	False
0	151.7555239620277	49.58846035561045	1	51	7	1	39163	3	1	13	2	7	0	4	1	True
1	191.1663011088767	64.47531237163732	5	41	8	2	47354	3	4	17	4	4	1	5	1	False
0	192.20678641144815	89.0639848594522	3	66	9	3	48131	2	1	13	5	1	0	7	1	False
1	184.10241068431316	60.64604015926677	5	73	5	2	61964	1	1	7	5	1	1	1	3	True
0	153.9967455659012	91.212944294649	1	31	5	5	28039	2	4	20	3	8	2	2	1	False
0	193.62607023019945	48.18349146101532	5	13	6	5	46767	1	1	24	4	1	2	4	1	False
1	165.36421657355822	42.44825045610555	1	57	12	1	52741	3	1	4	2	5	1	3	1	True
0	187.93141090316115	72.33995561600074	1	22	7	5	49763	2	4	15	4	3	2	4	1	True
0	192.7820177102824	72.27524622588562	4	39	6	2	80507	3	3	6	4	7	1	3	1	False
0	173.41384865116987	53.41110430437293	5	34	8	2	34383	2	3	7	1	7	2	5	1	False
1	147.15878199899208	47.05037902156564	3	44	14	5	40558	3	3	5	4	4	3	1	1	False
1	162.42256848486062	84.40867396922098	3	38	11	3	56283	1	1	21	3	10	0	4	4	False
0	180.22865218742567	60.13220662099991	5	97	9	3	34647	3	2	21	1	9	2	3	1	False
1	148.67280963126728	51.37073498504261	5	42	8	4	17224	4	2	7	1	9	2	4	1	False
0	175.41285614116788	42.06503899853088	4	70	13	4	65151	2	4	12	1	8	3	5	3	False
0	174.65534807916848	48.08787427042314	3	35	3	3	10034	4	2	11	4	7	1	3	1	False
1	160.86315489058657	89.07763375278063	4	30	7	4	36827	3	4	18	4	2	3	6	1	True
1	177.01309496003182	34.4627514670069	2	38	2	4	29819	2	2	24	3	2	2	7	1	False
1	152.8048891176473	74.50836150967015	2	30	5	2	44172	4	3	15	1	8	3	6	3	False
1	175.91701374054082	44.13304222063297	3	12	10	4	30896	2	4	24	2	10	3	5	1	False
1	149.32392755997404	73.41697193844507	1	61	9	2	30040	1	4	10	1	7	2	6	2	True
0	173.7360727016659	43.74569347068159	2	8	10	3	50168	1	2	8	4	5	3	2	1	False
1	153.22621885719929	43.659676109167904	2	67	4	5	41492	4	1	10	3	4	1	6	1	False
0	186.4106204844212	53.4853570675763	2	58	7	3	36137	1	2	12	1	9	0	4	1	True
0	172.80722454329685	75.02500115975175	2	-4	9	3	48043	3	4	20	4	5	0	2	1	False
1	168.87057562889183	56.18622258150893	3	21	5	2	44133	2	2	18	1	8	3	3	1	False
1	128.67043912667447	64.24104750715064	4	41	4	5	40140	1	4	6	3	4	3	1	1	False
0	161.80368445706802	79.68182395973945	2	34	6	2	24581	3	1	24	4	1	3	3	1	False
0	173.3489404054716	50.650591616052964	5	23	10	4	1408	4	1	24	4	8	3	1	1	False
0	178.27852333350984	51.70805463620478	4	32	11	1	46917	1	2	6	3	7	2	1	1	True
